word,bFrequency,bWeight,gFrequency,gWeight,start
birthday,2,0,0,0,FALSE
danced,2,0,0,0,FALSE
considerable,2,0,0,0,FALSE
sink,2,0,2,1,FALSE
roots,2,0,2,1,FALSE
theft,2,0,0,0,FALSE
unwashed,2,0,0,0,FALSE
possession,2,0,1,1,FALSE
toss,2,0,0,0,FALSE
crumbs,2,0,0,0,FALSE
collapse,2,0,0,0,FALSE
keys,2,0,0,0,FALSE
transfigured,2,0,0,0,FALSE
wished,2,0,0,0,FALSE
perverse,2,0,0,0,FALSE
private,2,0,0,0,FALSE
couldn,2,0,0,0,FALSE
drachma,2,0,0,0,FALSE
offend,2,0,0,0,FALSE
maimed,2,0,0,0,FALSE
happier,2,0,0,0,FALSE
wander,2,0,2,1,FALSE
accounts,2,0,0,0,FALSE
denarii,2,0,0,0,FALSE
tortured,2,0,0,0,FALSE
renounced,2,0,3,2,FALSE
inquired,2,0,0,0,FALSE
renewal,2,0,0,0,FALSE
borne,2,0,0,0,FALSE
riding,2,0,0,0,FALSE
benches,2,0,0,0,FALSE
watchtower,2,0,0,0,FALSE
enraged,2,0,0,0,FALSE
army,2,0,4,2,FALSE
hall,2,0,0,0,FALSE
speechless,2,0,0,0,FALSE
intent,2,0,2,1,FALSE
paying,2,0,0,0,FALSE
shoulders,2,0,0,0,FALSE
garments,2,0,1,1,FALSE
travel,2,0,1,1,FALSE
mint,2,0,0,0,FALSE
whitewashed,2,0,0,0,FALSE
hen,2,0,0,0,FALSE
gathers,2,0,2,1,FALSE
chicks,2,0,0,0,FALSE
rumors,2,0,0,0,FALSE
abomination,2,0,0,0,FALSE
reader,2,0,0,0,FALSE
unequaled,2,0,0,0,FALSE
equaled,2,0,0,0,FALSE
shortened,2,0,0,0,FALSE
christs,2,0,0,0,FALSE
vultures,2,0,0,0,FALSE
lesson,2,0,0,0,FALSE
twigs,2,0,0,0,FALSE
marrying,2,0,0,0,FALSE
grinding,2,0,0,0,FALSE
drunkards,2,0,0,0,FALSE
assign,2,0,0,0,FALSE
rang,2,0,0,0,FALSE
happiness,2,0,12,7,FALSE
needing,2,0,0,0,FALSE
depart,2,0,1,1,FALSE
sly,2,0,0,0,FALSE
leper,2,0,0,0,FALSE
waste,2,0,1,1,FALSE
anew,2,0,1,1,FALSE
sung,2,0,1,1,FALSE
gethsemane,2,0,0,0,FALSE
signal,2,0,0,0,FALSE
disposal,2,0,0,0,FALSE
capture,2,0,0,0,FALSE
writings,2,0,0,0,FALSE
fists,2,0,0,0,FALSE
hit,2,0,0,0,FALSE
bitterly,2,0,0,0,FALSE
nowhere,2,0,0,0,FALSE
praetorium,2,0,0,0,FALSE
shaking,2,0,0,0,FALSE
heaped,2,0,0,0,FALSE
lama,2,0,0,0,FALSE
sabachthani,2,0,0,0,FALSE
stick,2,0,0,0,FALSE
split,2,0,0,0,FALSE
deceiver,2,0,0,0,FALSE
deception,2,0,0,0,FALSE
snow,2,0,0,0,FALSE
satisfy,2,0,1,1,FALSE
story,2,0,0,0,FALSE
widely,2,0,0,0,FALSE
violently,2,0,1,1,FALSE
lonely,2,0,0,0,FALSE
stubborn,2,0,2,1,FALSE
blasphemies,2,0,0,0,FALSE
blasphemes,2,0,0,0,FALSE
sleeps,2,0,2,1,FALSE
stalk,2,0,0,0,FALSE
kernel,2,0,0,0,FALSE
similar,2,0,0,0,FALSE
squall,2,0,0,0,FALSE
swamped,2,0,0,0,FALSE
hillside,2,0,0,0,FALSE
puzzled,2,0,0,0,FALSE
liked,2,0,0,0,FALSE
opportune,2,0,1,1,FALSE
straining,2,0,0,0,FALSE
mats,2,0,0,0,FALSE
arrogance,2,0,1,1,FALSE
folly,2,0,4,2,FALSE
syrian,2,0,0,0,FALSE
forfeit,2,0,0,0,FALSE
discussing,2,0,0,0,FALSE
seizes,2,0,0,0,FALSE
throws,2,0,1,1,FALSE
foams,2,0,0,0,FALSE
convulsion,2,0,0,0,FALSE
foaming,2,0,0,0,FALSE
argued,2,0,1,1,FALSE
worm,2,0,0,0,FALSE
quenched,2,0,0,0,FALSE
mock,2,0,1,1,FALSE
shout,2,0,0,0,FALSE
ridden,2,0,0,0,FALSE
untied,2,0,0,0,FALSE
noticing,2,0,0,0,FALSE
lengthy,2,0,0,0,FALSE
amounts,2,0,0,0,FALSE
nard,2,0,0,0,FALSE
harshly,2,0,0,0,FALSE
upper,2,0,0,0,FALSE
tonight,2,0,0,0,FALSE
blindfolded,2,0,0,0,FALSE
requested,2,0,0,0,FALSE
rufus,2,0,0,0,FALSE
salome,2,0,0,0,FALSE
anoint,2,0,0,0,FALSE
roll,2,0,0,0,FALSE
eyewitnesses,2,0,0,0,FALSE
theophilus,2,0,0,0,FALSE
certainty,2,0,0,0,FALSE
priestly,2,0,0,0,FALSE
startled,2,0,0,0,FALSE
gabriel,2,0,0,0,FALSE
favored,2,0,0,0,FALSE
wondered,2,0,0,0,FALSE
leaped,2,0,0,0,FALSE
glorifies,2,0,0,0,FALSE
mindful,2,0,0,0,FALSE
state,2,0,6,4,FALSE
enable,2,0,0,0,FALSE
decree,2,0,0,0,FALSE
register,2,0,0,0,FALSE
cloths,2,0,0,0,FALSE
inn,2,0,0,0,FALSE
flocks,2,0,0,0,FALSE
treasured,2,0,0,0,FALSE
pair,2,0,0,0,FALSE
marveled,2,0,0,0,FALSE
prophetess,2,0,0,0,FALSE
asher,2,0,0,0,FALSE
answers,2,0,0,0,FALSE
searching,2,0,0,0,FALSE
valley,2,0,0,0,FALSE
crooked,2,0,0,0,FALSE
roads,2,0,0,0,FALSE
rough,2,0,0,0,FALSE
smooth,2,0,0,0,FALSE
possibly,2,0,0,0,FALSE
bodily,2,0,1,1,FALSE
matthat,2,0,0,0,FALSE
melki,2,0,0,0,FALSE
mattathias,2,0,0,0,FALSE
tempting,2,0,0,0,FALSE
recovery,2,0,0,0,FALSE
oppressed,2,0,1,1,FALSE
attendant,2,0,0,0,FALSE
assure,2,0,1,1,FALSE
sicknesses,2,0,0,0,FALSE
remarkable,2,0,0,0,FALSE
complained,2,0,0,0,FALSE
discuss,2,0,0,0,FALSE
designated,2,0,0,0,FALSE
traitor,2,0,1,1,FALSE
level,2,0,2,1,FALSE
laugh,2,0,0,0,FALSE
exclude,2,0,0,0,FALSE
mistreat,2,0,0,0,FALSE
ungrateful,2,0,0,0,FALSE
valued,2,0,0,0,FALSE
acknowledged,2,0,0,0,FALSE
wet,2,0,0,0,FALSE
bigger,2,0,0,0,FALSE
joanna,2,0,0,0,FALSE
ashore,2,0,0,0,FALSE
pleading,2,0,0,0,FALSE
instantly,2,0,0,0,FALSE
lodging,2,0,0,0,FALSE
strictly,2,0,0,0,FALSE
flash,2,0,0,0,FALSE
greatness,2,0,1,1,FALSE
heading,2,0,0,0,FALSE
lambs,2,0,0,0,FALSE
levite,2,0,0,0,FALSE
expense,2,0,0,0,FALSE
boldness,2,0,0,0,FALSE
scorpion,2,0,0,0,FALSE
attacks,2,0,0,0,FALSE
spoils,2,0,0,0,FALSE
shines,2,0,3,2,FALSE
load,2,0,0,0,FALSE
burdens,2,0,0,0,FALSE
hindered,2,0,0,0,FALSE
exhausted,2,0,1,1,FALSE
destroys,2,0,1,1,FALSE
kindled,2,0,2,1,FALSE
tower,2,0,0,0,FALSE
dig,2,0,0,0,FALSE
straighten,2,0,0,0,FALSE
humiliated,2,0,0,0,FALSE
knocking,2,0,0,0,FALSE
north,2,0,0,0,FALSE
invites,2,0,0,0,FALSE
cost,2,0,0,0,FALSE
lays,2,0,1,1,FALSE
delegation,2,0,0,0,FALSE
terms,2,0,0,0,FALSE
pile,2,0,0,0,FALSE
persons,2,0,0,0,FALSE
sweep,2,0,0,0,FALSE
distant,2,0,0,0,FALSE
squandered,2,0,0,0,FALSE
ring,2,0,0,0,FALSE
goat,2,0,0,0,FALSE
wasting,2,0,0,0,FALSE
gallons,2,0,0,0,FALSE
bill,2,0,0,0,FALSE
dealing,2,0,0,0,FALSE
forcing,2,0,0,0,FALSE
drop,2,0,0,0,FALSE
uprooted,2,0,0,0,FALSE
unworthy,2,0,2,1,FALSE
border,2,0,0,0,FALSE
thanked,2,0,0,0,FALSE
tries,2,0,1,1,FALSE
spot,2,0,0,0,FALSE
cheated,2,0,0,0,FALSE
minas,2,0,0,0,FALSE
dash,2,0,0,0,FALSE
wounded,2,0,0,0,FALSE
directly,2,0,0,0,FALSE
partiality,2,0,0,0,FALSE
fearful,2,0,1,1,FALSE
roaring,2,0,0,0,FALSE
weighed,2,0,0,0,FALSE
dissipation,2,0,0,0,FALSE
usual,2,0,1,1,FALSE
reigns,2,0,0,0,FALSE
payment,2,0,0,0,FALSE
insurrection,2,0,0,0,FALSE
grounds,2,0,0,0,FALSE
shouts,2,0,0,0,FALSE
mourned,2,0,0,0,FALSE
breasts,2,0,0,0,FALSE
dry,2,0,1,1,FALSE
sneered,2,0,0,0,FALSE
justly,2,0,0,0,FALSE
rested,2,0,0,0,FALSE
recognizing,2,0,0,0,FALSE
downcast,2,0,0,0,FALSE
descent,2,0,0,0,FALSE
surpassed,2,0,0,0,FALSE
confessed,2,0,0,0,FALSE
messiah,2,0,0,0,FALSE
translated,2,0,0,0,FALSE
israelite,2,0,0,0,FALSE
whip,2,0,0,0,FALSE
market,2,0,0,0,FALSE
consume,2,0,0,0,FALSE
entrust,2,0,0,0,FALSE
truthful,2,0,0,0,FALSE
limit,2,0,0,0,FALSE
reaper,2,0,0,0,FALSE
draws,2,0,1,1,FALSE
reaps,2,0,0,0,FALSE
visited,2,0,0,0,FALSE
disabled,2,0,0,0,FALSE
invalid,2,0,0,0,FALSE
diligently,2,0,1,1,FALSE
accuser,2,0,0,0,FALSE
wasted,2,0,1,1,FALSE
endures,2,0,0,0,FALSE
sharply,2,0,0,0,FALSE
figure,2,0,0,0,FALSE
whispering,2,0,0,0,FALSE
follows,2,0,4,2,FALSE
challenged,2,0,0,0,FALSE
decisions,2,0,0,0,FALSE
reliable,2,0,0,0,FALSE
permanent,2,0,1,1,FALSE
illegitimate,2,0,0,0,FALSE
protested,2,0,0,0,FALSE
displayed,2,0,0,0,FALSE
summoned,2,0,0,0,FALSE
lecture,2,0,0,0,FALSE
guilt,2,0,1,1,FALSE
wolf,2,0,0,0,FALSE
dedication,2,0,0,0,FALSE
suspense,2,0,0,0,FALSE
stoning,2,0,0,0,FALSE
stumbles,2,0,0,0,FALSE
comforting,2,0,0,0,FALSE
supposing,2,0,0,0,FALSE
performing,2,0,1,1,FALSE
wasn,2,0,0,0,FALSE
palm,2,0,0,0,FALSE
elsewhere,2,0,1,1,FALSE
towel,2,0,0,0,FALSE
rightly,2,0,2,1,FALSE
stared,2,0,0,0,FALSE
orphans,2,0,0,0,FALSE
anymore,2,0,0,0,FALSE
exactly,2,0,1,1,FALSE
fruitful,2,0,0,0,FALSE
gardener,2,0,0,0,FALSE
kills,2,0,2,1,FALSE
convict,2,0,0,0,FALSE
forgets,2,0,0,0,FALSE
completing,2,0,0,0,FALSE
doomed,2,0,1,1,FALSE
warm,2,0,0,0,FALSE
indicating,2,0,0,0,FALSE
hyssop,2,0,0,0,FALSE
pounds,2,0,0,0,FALSE
marks,2,0,0,0,FALSE
recorded,2,0,0,0,FALSE
coals,2,0,0,0,FALSE
indicate,2,0,0,0,FALSE
leaned,2,0,0,0,FALSE
period,2,0,0,0,FALSE
dates,2,0,0,0,FALSE
numbering,2,0,0,0,FALSE
leadership,2,0,0,0,FALSE
barsabbas,2,0,0,0,FALSE
matthias,2,0,0,0,FALSE
utterly,2,0,0,0,FALSE
mesopotamia,2,0,0,0,FALSE
cappadocia,2,0,0,0,FALSE
cretans,2,0,0,0,FALSE
visions,2,0,0,0,FALSE
foreknowledge,2,0,0,0,FALSE
nailing,2,0,0,0,FALSE
abandon,2,0,0,0,FALSE
confidently,2,0,0,0,FALSE
patriarch,2,0,0,0,FALSE
assured,2,0,1,1,FALSE
surprise,2,0,1,1,FALSE
owned,2,0,0,0,FALSE
lied,2,0,0,0,FALSE
associates,2,0,0,0,FALSE
gamaliel,2,0,0,0,FALSE
revolt,2,0,0,0,FALSE
activity,2,0,5,3,FALSE
origin,2,0,7,4,FALSE
fighting,2,0,1,1,FALSE
grecian,2,0,0,0,FALSE
overlooked,2,0,0,0,FALSE
rapidly,2,0,0,0,FALSE
alexandria,2,0,0,0,FALSE
stops,2,0,0,0,FALSE
haran,2,0,0,0,FALSE
goodwill,2,0,0,0,FALSE
canaan,2,0,0,0,FALSE
shechem,2,0,0,0,FALSE
dealt,2,0,0,0,FALSE
newborn,2,0,0,0,FALSE
egyptians,2,0,0,0,FALSE
avenged,2,0,0,0,FALSE
pushed,2,0,0,0,FALSE
groaning,2,0,0,0,FALSE
deliverer,2,0,0,0,FALSE
celebration,2,0,0,0,FALSE
sorcery,2,0,1,1,FALSE
boasted,2,0,0,0,FALSE
flashed,2,0,0,0,FALSE
instrument,2,0,2,1,FALSE
scales,2,0,0,0,FALSE
hasn,2,0,0,0,FALSE
basket,2,0,0,0,FALSE
tabitha,2,0,0,0,FALSE
dorcas,2,0,0,0,FALSE
regiment,2,0,0,0,FALSE
regularly,2,0,0,0,FALSE
contained,2,0,0,0,FALSE
footed,2,0,0,0,FALSE
connection,2,0,0,0,FALSE
agabus,2,0,0,0,FALSE
arresting,2,0,0,0,FALSE
guarded,2,0,0,0,FALSE
cell,2,0,0,0,FALSE
length,2,0,1,1,FALSE
thorough,2,0,0,0,FALSE
audience,2,0,0,0,FALSE
address,2,0,0,0,FALSE
lucius,2,0,0,0,FALSE
worshiping,2,0,0,0,FALSE
helper,2,0,0,0,FALSE
paphos,2,0,0,0,FALSE
sorcerer,2,0,0,0,FALSE
intelligent,2,0,1,1,FALSE
elymas,2,0,0,0,FALSE
trickery,2,0,0,0,FALSE
mist,2,0,0,0,FALSE
removing,2,0,0,0,FALSE
condemning,2,0,0,0,FALSE
congregation,2,0,0,0,FALSE
abusively,2,0,0,0,FALSE
protest,2,0,0,0,FALSE
lycaonian,2,0,0,0,FALSE
zeus,2,0,0,0,FALSE
hermes,2,0,0,0,FALSE
seasons,2,0,1,1,FALSE
fills,2,0,2,1,FALSE
attalia,2,0,0,0,FALSE
debate,2,0,0,0,FALSE
distinction,2,0,1,1,FALSE
ruins,2,0,1,1,FALSE
polluted,2,0,0,0,FALSE
risked,2,0,0,0,FALSE
confirm,2,0,0,0,FALSE
jewess,2,0,0,0,FALSE
mysia,2,0,0,0,FALSE
bithynia,2,0,0,0,FALSE
lydia,2,0,0,0,FALSE
respond,2,0,0,0,FALSE
advocating,2,0,0,0,FALSE
singing,2,0,0,0,FALSE
escorted,2,0,0,0,FALSE
bond,2,0,0,0,FALSE
abusive,2,0,0,0,FALSE
crispus,2,0,0,0,FALSE
charged,2,0,0,0,FALSE
serious,2,0,0,0,FALSE
reasonable,2,0,0,0,FALSE
sosthenes,2,0,0,0,FALSE
cenchrea,2,0,0,0,FALSE
vow,2,0,2,1,FALSE
fervor,2,0,0,0,FALSE
vigorously,2,0,0,0,FALSE
obstinate,2,0,1,1,FALSE
illnesses,2,0,0,0,FALSE
preaches,2,0,0,0,FALSE
disturbance,2,0,0,0,FALSE
craftsmen,2,0,0,0,FALSE
related,2,0,0,0,FALSE
income,2,0,0,0,FALSE
trade,2,0,1,1,FALSE
discredited,2,0,0,0,FALSE
theater,2,0,0,0,FALSE
venture,2,0,0,0,FALSE
rash,2,0,0,0,FALSE
blasphemed,2,0,0,0,FALSE
legal,2,0,0,0,FALSE
waited,2,0,0,0,FALSE
window,2,0,0,0,FALSE
assos,2,0,0,0,FALSE
hesitated,2,0,0,0,FALSE
warns,2,0,0,0,FALSE
facing,2,0,0,0,FALSE
arise,2,0,3,2,FALSE
statement,2,0,0,0,FALSE
voyage,2,0,0,0,FALSE
evangelist,2,0,0,0,FALSE
warmly,2,0,0,0,FALSE
defiled,2,0,0,0,FALSE
aroused,2,0,1,1,FALSE
directions,2,0,0,0,FALSE
violence,2,0,0,0,FALSE
thoroughly,2,0,0,0,FALSE
petition,2,0,0,0,FALSE
pretext,2,0,0,0,FALSE
accurate,2,0,0,0,FALSE
information,2,0,0,0,FALSE
centurions,2,0,0,0,FALSE
ambush,2,0,0,0,FALSE
lysias,2,0,0,0,FALSE
deserved,2,0,0,0,FALSE
imprisonment,2,0,0,0,FALSE
cavalry,2,0,0,0,FALSE
lawyer,2,0,0,0,FALSE
tertullus,2,0,0,0,FALSE
profound,2,0,1,1,FALSE
gratitude,2,0,0,0,FALSE
riots,2,0,0,0,FALSE
admit,2,0,0,0,FALSE
strive,2,0,2,1,FALSE
ceremonially,2,0,0,0,FALSE
permit,2,0,0,0,FALSE
frequently,2,0,0,0,FALSE
urgently,2,0,0,0,FALSE
convened,2,0,0,0,FALSE
crimes,2,0,0,0,FALSE
points,2,0,0,0,FALSE
emperor,2,0,0,0,FALSE
accusations,2,0,0,0,FALSE
commission,2,0,0,0,FALSE
insane,2,0,0,0,FALSE
christian,2,0,0,0,FALSE
julius,2,0,0,0,FALSE
macedonian,2,0,0,0,FALSE
alexandrian,2,0,0,0,FALSE
sailing,2,0,0,0,FALSE
pilot,2,0,0,0,FALSE
majority,2,0,0,0,FALSE
hoisted,2,0,0,0,FALSE
damage,2,0,0,0,FALSE
graciously,2,0,0,0,FALSE
soundings,2,0,0,0,FALSE
safety,2,0,0,0,FALSE
islanders,2,0,0,0,FALSE
unusual,2,0,0,0,FALSE
entertained,2,0,0,0,FALSE
supplies,2,0,0,0,FALSE
regarding,2,0,0,0,FALSE
apostleship,2,0,0,0,FALSE
impart,2,0,0,0,FALSE
prevented,2,0,0,0,FALSE
obligated,2,0,0,0,FALSE
godlessness,2,0,0,0,FALSE
qualities,2,0,32,20,FALSE
perversion,2,0,0,0,FALSE
depravity,2,0,0,0,FALSE
strife,2,0,0,0,FALSE
gossips,2,0,0,0,FALSE
disobey,2,0,0,0,FALSE
faithless,2,0,0,0,FALSE
instructor,2,0,0,0,FALSE
stealing,2,0,0,0,FALSE
physically,2,0,0,0,FALSE
outward,2,0,1,1,FALSE
unrighteousness,2,0,0,0,FALSE
cursing,2,0,0,0,FALSE
swift,2,0,0,0,FALSE
misery,2,0,6,4,FALSE
conscious,2,0,0,0,FALSE
demonstrate,2,0,0,0,FALSE
excluded,2,0,0,0,FALSE
obligation,2,0,0,0,FALSE
blessedness,2,0,0,0,FALSE
access,2,0,0,0,FALSE
powerless,2,0,0,0,FALSE
instruments,2,0,0,0,FALSE
wholeheartedly,2,0,0,0,FALSE
afforded,2,0,0,0,FALSE
hostile,2,0,1,1,FALSE
expectation,2,0,0,0,FALSE
childbirth,2,0,0,0,FALSE
adoption,2,0,0,0,FALSE
helps,2,0,0,0,FALSE
intercedes,2,0,0,0,FALSE
express,2,0,0,0,FALSE
foreknew,2,0,0,0,FALSE
response,2,0,0,0,FALSE
condemns,2,0,0,0,FALSE
nakedness,2,0,0,0,FALSE
height,2,0,1,1,FALSE
confirms,2,0,0,0,FALSE
ancestry,2,0,0,0,FALSE
reckoned,2,0,0,0,FALSE
pottery,2,0,0,0,FALSE
speed,2,0,0,0,FALSE
backs,2,0,0,0,FALSE
arouse,2,0,0,0,FALSE
sternness,2,0,0,0,FALSE
hardening,2,0,0,0,FALSE
unsearchable,2,0,0,0,FALSE
conform,2,0,1,1,FALSE
transformed,2,0,0,0,FALSE
governing,2,0,1,1,FALSE
rebels,2,0,0,0,FALSE
instituted,2,0,0,0,FALSE
revenue,2,0,0,0,FALSE
summed,2,0,0,0,FALSE
gratify,2,0,2,1,FALSE
regards,2,0,2,1,FALSE
mutual,2,0,0,0,FALSE
flattery,2,0,0,0,FALSE
prophetic,2,0,0,0,FALSE
perfectly,2,0,1,1,FALSE
lowly,2,0,0,0,FALSE
expressing,2,0,0,0,FALSE
spiritually,2,0,1,1,FALSE
costly,2,0,0,0,FALSE
craftiness,2,0,0,0,FALSE
procession,2,0,0,0,FALSE
spectacle,2,0,0,0,FALSE
slandered,2,0,0,0,FALSE
guardians,2,0,1,1,FALSE
prefer,2,0,0,0,FALSE
festival,2,0,0,0,FALSE
swindlers,2,0,0,0,FALSE
idolater,2,0,0,0,FALSE
wronged,2,0,0,0,FALSE
beneficial,2,0,1,1,FALSE
mastered,2,0,0,0,FALSE
unites,2,0,0,0,FALSE
deprive,2,0,0,0,FALSE
tempt,2,0,0,0,FALSE
aim,2,0,0,0,FALSE
devotion,2,0,12,7,FALSE
compulsion,2,0,2,1,FALSE
wishes,2,0,0,0,FALSE
stays,2,0,0,0,FALSE
puffs,2,0,0,0,FALSE
muzzle,2,0,0,0,FALSE
treading,2,0,1,1,FALSE
voluntarily,2,0,0,0,FALSE
occurred,2,0,0,0,FALSE
participation,2,0,0,0,FALSE
thankfulness,2,0,0,0,FALSE
dishonors,2,0,0,0,FALSE
independent,2,0,1,1,FALSE
examine,2,0,0,0,FALSE
distinguishing,2,0,0,0,FALSE
sense,2,0,15,9,FALSE
smell,2,0,1,1,FALSE
weaker,2,0,2,1,FALSE
honorable,2,0,0,0,FALSE
treatment,2,0,0,0,FALSE
suffers,2,0,0,0,FALSE
mysteries,2,0,3,2,FALSE
perseveres,2,0,0,0,FALSE
mirror,2,0,1,1,FALSE
edifies,2,0,0,0,FALSE
edified,2,0,0,0,FALSE
harp,2,0,0,0,FALSE
intelligible,2,0,0,0,FALSE
forbid,2,0,0,0,FALSE
corrupts,2,0,1,1,FALSE
swallowed,2,0,0,0,FALSE
effective,2,0,0,0,FALSE
unwilling,2,0,0,0,FALSE
recognition,2,0,0,0,FALSE
comforts,2,0,0,0,FALSE
pressure,2,0,0,0,FALSE
excessive,2,0,0,0,FALSE
schemes,2,0,0,0,FALSE
unlike,2,0,0,0,FALSE
radiance,2,0,1,1,FALSE
covers,2,0,0,0,FALSE
reflect,2,0,0,0,FALSE
veiled,2,0,0,0,FALSE
impostors,2,0,0,0,FALSE
unknown,2,0,1,1,FALSE
withholding,2,0,0,0,FALSE
fears,2,0,0,0,FALSE
readiness,2,0,1,1,FALSE
willingness,2,0,0,0,FALSE
enthusiasm,2,0,0,0,FALSE
administer,2,0,0,0,FALSE
macedonians,2,0,0,0,FALSE
hollow,2,0,0,0,FALSE
sparingly,2,0,0,0,FALSE
timid,2,0,0,0,FALSE
demolish,2,0,0,0,FALSE
limits,2,0,0,0,FALSE
commends,2,0,0,0,FALSE
eve,2,0,1,1,FALSE
cunning,2,0,0,0,FALSE
super,2,0,0,0,FALSE
repeat,2,0,0,0,FALSE
shipwrecked,2,0,0,0,FALSE
countrymen,2,0,1,1,FALSE
revelations,2,0,0,0,FALSE
inexpressible,2,0,0,0,FALSE
factions,2,0,0,0,FALSE
eternally,2,0,0,0,FALSE
arabia,2,0,0,0,FALSE
galatians,2,0,0,0,FALSE
personally,2,0,0,0,FALSE
external,2,0,4,2,FALSE
pillars,2,0,0,0,FALSE
evident,2,0,1,1,FALSE
absolutely,2,0,1,1,FALSE
attain,2,0,25,15,FALSE
introduced,2,0,0,0,FALSE
efforts,2,0,2,1,FALSE
illness,2,0,0,0,FALSE
hagar,2,0,0,0,FALSE
alienated,2,0,0,0,FALSE
await,2,0,0,0,FALSE
obeying,2,0,0,0,FALSE
hatred,2,0,2,1,FALSE
lavished,2,0,0,0,FALSE
marked,2,0,0,0,FALSE
enlightened,2,0,1,1,FALSE
title,2,0,0,0,FALSE
cravings,2,0,0,0,FALSE
hostility,2,0,0,0,FALSE
cornerstone,2,0,0,0,FALSE
approach,2,0,0,0,FALSE
discouraged,2,0,0,0,FALSE
rooted,2,0,1,1,FALSE
tossed,2,0,2,1,FALSE
compassionate,2,0,1,1,FALSE
dearly,2,0,0,0,FALSE
fragrant,2,0,0,0,FALSE
breastplate,2,0,0,0,FALSE
helmet,2,0,0,0,FALSE
philippians,2,0,0,0,FALSE
progress,2,0,0,0,FALSE
epaphroditus,2,0,0,0,FALSE
anxiety,2,0,0,0,FALSE
faultless,2,0,0,0,FALSE
forgetting,2,0,0,0,FALSE
qualified,2,0,0,0,FALSE
afflictions,2,0,0,0,FALSE
struggling,2,0,0,0,FALSE
sensual,2,0,1,1,FALSE
filthy,2,0,0,0,FALSE
admonish,2,0,0,0,FALSE
onesimus,2,0,0,0,FALSE
archippus,2,0,0,0,FALSE
spite,2,0,3,2,FALSE
model,2,0,0,0,FALSE
caring,2,0,0,0,FALSE
intense,2,0,0,0,FALSE
unsettled,2,0,0,0,FALSE
pleasant,2,0,2,1,FALSE
archangel,2,0,0,0,FALSE
counterfeit,2,0,0,0,FALSE
sort,2,0,1,1,FALSE
sanctifying,2,0,0,0,FALSE
direct,2,0,3,2,FALSE
busy,2,0,0,0,FALSE
busybodies,2,0,0,0,FALSE
earn,2,0,0,0,FALSE
doctrines,2,0,0,0,FALSE
genealogies,2,0,0,0,FALSE
lawbreakers,2,0,0,0,FALSE
worst,2,0,0,0,FALSE
hymenaeus,2,0,0,0,FALSE
herald,2,0,0,0,FALSE
disputing,2,0,0,0,FALSE
propriety,2,0,0,0,FALSE
braided,2,0,0,0,FALSE
hospitable,2,0,0,0,FALSE
reputation,2,0,0,0,FALSE
pursuing,2,0,0,0,FALSE
malicious,2,0,1,1,FALSE
talkers,2,0,0,0,FALSE
assurance,2,0,0,0,FALSE
pillar,2,0,0,0,FALSE
seared,2,0,0,0,FALSE
persevere,2,0,0,0,FALSE
list,2,0,0,0,FALSE
pledge,2,0,1,1,FALSE
habit,2,0,0,0,FALSE
counsel,2,0,0,0,FALSE
plunge,2,0,0,0,FALSE
chatter,2,0,0,0,FALSE
opposing,2,0,2,1,FALSE
onesiphorus,2,0,0,0,FALSE
searched,2,0,0,0,FALSE
workman,2,0,0,0,FALSE
articles,2,0,0,0,FALSE
denying,2,0,0,0,FALSE
duties,2,0,2,1,FALSE
deceivers,2,0,0,0,FALSE
hating,2,0,0,0,FALSE
unproductive,2,0,0,0,FALSE
philemon,2,0,0,0,FALSE
active,2,0,1,1,FALSE
refresh,2,0,0,0,FALSE
exists,2,0,1,1,FALSE
edged,2,0,0,0,FALSE
elementary,2,0,0,0,FALSE
salem,2,0,0,0,FALSE
ancestor,2,0,0,0,FALSE
regulation,2,0,0,0,FALSE
copy,2,0,0,0,FALSE
laws,2,0,0,0,FALSE
obsolete,2,0,0,0,FALSE
lampstand,2,0,0,0,FALSE
calves,2,0,0,0,FALSE
wool,2,0,0,0,FALSE
adds,2,0,0,0,FALSE
deliberately,2,0,0,0,FALSE
shrink,2,0,1,1,FALSE
seashore,2,0,0,0,FALSE
sprinkling,2,0,0,0,FALSE
marched,2,0,0,0,FALSE
caves,2,0,0,0,FALSE
disciplines,2,0,0,0,FALSE
defile,2,0,1,1,FALSE
gloom,2,0,1,1,FALSE
animal,2,0,0,0,FALSE
scorching,2,0,0,0,FALSE
filth,2,0,0,0,FALSE
tamed,2,0,0,0,FALSE
fresh,2,0,1,1,FALSE
wail,2,0,0,0,FALSE
autumn,2,0,0,0,FALSE
refined,2,0,0,0,FALSE
flowers,2,0,1,1,FALSE
commendable,2,0,0,0,FALSE
maliciously,2,0,0,0,FALSE
saves,2,0,0,0,FALSE
corruption,2,0,0,0,FALSE
stories,2,0,0,0,FALSE
celestial,2,0,4,2,FALSE
instinct,2,0,0,0,FALSE
blemishes,2,0,0,0,FALSE
wrongdoing,2,0,0,0,FALSE
blackest,2,0,0,0,FALSE
entice,2,0,0,0,FALSE
elements,2,0,0,0,FALSE
purifies,2,0,0,0,FALSE
atoning,2,0,0,0,FALSE
lady,2,0,0,0,FALSE
jude,2,0,0,0,FALSE
michael,2,0,0,0,FALSE
smyrna,2,0,0,0,FALSE
pergamum,2,0,0,0,FALSE
philadelphia,2,0,0,0,FALSE
tolerate,2,0,0,0,FALSE
nicolaitans,2,0,0,0,FALSE
